DT,PWR
"2012-03-14 10:50:00",0.444
"2012-03-14 11:00:00",0.768
"2012-03-14 11:10:00",0.534
"2012-03-14 11:20:00",0.762
"2012-03-14 11:30:00",1.008
"2012-03-14 11:40:00",1.284
"2012-03-14 11:50:00",1.368
"2012-03-14 12:00:00",1.458
"2012-03-14 12:10:00",1.446
"2012-03-14 12:20:00",1.500
"2012-03-14 12:30:00",1.476
"2012-03-14 12:40:00",1.434
"2012-03-14 12:50:00",1.464
"2012-03-14 13:00:00",1.476
"2012-03-14 13:10:00",1.446
"2012-03-14 13:20:00",1.416
"2012-03-14 13:30:00",1.398
"2012-03-14 13:40:00",1.356
"2012-03-14 13:50:00",1.302
"2012-03-14 14:00:00",1.266
"2012-03-14 14:10:00",1.218
"2012-03-14 14:20:00",1.164
"2012-03-14 14:30:00",1.104
"2012-03-14 14:40:00",1.050
"2012-03-14 14:50:00",0.966
"2012-03-14 15:00:00",0.876
"2012-03-14 15:10:00",0.786
"2012-03-14 15:20:00",0.624
"2012-03-14 15:30:00",0.288
"2012-03-14 15:40:00",0.222
"2012-03-14 15:50:00",0.216
"2012-03-14 16:00:00",0.270
"2012-03-14 16:10:00",0.156
"2012-03-14 16:20:00",0.132
"2012-03-14 16:30:00",0.072
"2012-03-14 16:40:00",0.048
"2012-03-14 16:50:00",0.030
"2012-03-14 17:00:00",0.024
"2012-03-14 17:10:00",0.006
"2012-03-15 08:30:00",0.006
"2012-03-15 08:40:00",0.030
"2012-03-15 08:50:00",0.024
"2012-03-15 09:00:00",0.036
"2012-03-15 09:10:00",0.042
"2012-03-15 09:20:00",0.048
"2012-03-15 09:30:00",0.060
"2012-03-15 09:40:00",0.060
"2012-03-15 09:50:00",0.060
"2012-03-15 10:00:00",0.078
"2012-03-15 10:10:00",0.096
"2012-03-15 10:20:00",0.084
"2012-03-15 10:30:00",0.084
"2012-03-15 10:40:00",0.090
"2012-03-15 10:50:00",0.084
"2012-03-15 11:00:00",0.072
"2012-03-15 11:10:00",0.072
"2012-03-15 11:20:00",0.102
"2012-03-15 11:30:00",0.102
"2012-03-15 11:40:00",0.102
"2012-03-15 11:50:00",0.096
"2012-03-15 12:00:00",0.102
"2012-03-15 12:10:00",0.108
"2012-03-15 12:20:00",0.138
"2012-03-15 12:30:00",0.132
"2012-03-15 12:40:00",0.114
"2012-03-15 12:50:00",0.126
"2012-03-15 13:00:00",0.102
"2012-03-15 13:10:00",0.096
"2012-03-15 13:20:00",0.090
"2012-03-15 13:30:00",0.120
"2012-03-15 13:40:00",0.114
"2012-03-15 13:50:00",0.132
"2012-03-15 14:00:00",0.138
"2012-03-15 14:10:00",0.144
"2012-03-15 14:20:00",0.114
"2012-03-15 14:30:00",0.078
"2012-03-15 14:40:00",0.084
"2012-03-15 14:50:00",0.078
"2012-03-15 15:00:00",0.102
"2012-03-15 15:10:00",0.096
"2012-03-15 15:20:00",0.126
"2012-03-15 15:30:00",0.108
"2012-03-15 15:40:00",0.084
"2012-03-15 15:50:00",0.066
"2012-03-15 16:00:00",0.054
"2012-03-15 16:10:00",0.054
"2012-03-15 16:20:00",0.042
"2012-03-15 16:30:00",0.036
"2012-03-15 16:40:00",0.024
"2012-03-15 16:50:00",0.012
"2012-03-15 17:00:00",0.006
"2012-03-16 07:50:00",0.006
"2012-03-16 08:00:00",0.006
"2012-03-16 08:10:00",0.012
"2012-03-16 08:20:00",0.030
"2012-03-16 08:30:00",0.012
"2012-03-16 08:40:00",0.060
"2012-03-16 08:50:00",0.042
"2012-03-16 09:00:00",0.054
"2012-03-16 09:10:00",0.072
"2012-03-16 09:20:00",0.054
"2012-03-16 09:30:00",0.078
"2012-03-16 09:40:00",0.096
"2012-03-16 09:50:00",0.096
"2012-03-16 10:00:00",0.096
"2012-03-16 10:10:00",0.108
"2012-03-16 10:20:00",0.096
"2012-03-16 10:30:00",0.084
"2012-03-16 10:40:00",0.144
"2012-03-16 10:50:00",0.216
"2012-03-16 11:00:00",0.186
"2012-03-16 11:10:00",0.204
"2012-03-16 11:20:00",0.156
"2012-03-16 11:30:00",0.216
"2012-03-16 11:40:00",0.348
"2012-03-16 11:50:00",0.318
"2012-03-16 12:00:00",0.270
"2012-03-16 12:10:00",0.324
"2012-03-16 12:20:00",0.252
"2012-03-16 12:30:00",0.270
"2012-03-16 12:40:00",0.228
"2012-03-16 12:50:00",0.264
"2012-03-16 13:00:00",0.414
"2012-03-16 13:10:00",0.318
"2012-03-16 13:20:00",0.228
"2012-03-16 13:30:00",0.468
"2012-03-16 13:40:00",0.414
"2012-03-16 13:50:00",0.282
"2012-03-16 14:00:00",0.246
"2012-03-16 14:10:00",0.294
"2012-03-16 14:20:00",0.354
"2012-03-16 14:30:00",0.240
"2012-03-16 14:40:00",0.246
"2012-03-16 14:50:00",0.132
"2012-03-16 15:00:00",0.090
"2012-03-16 15:10:00",0.126
"2012-03-16 15:20:00",0.108
"2012-03-16 15:30:00",0.102
"2012-03-16 15:40:00",0.060
"2012-03-16 15:50:00",0.042
"2012-03-16 16:00:00",0.096
"2012-03-16 16:10:00",0.156
"2012-03-16 16:20:00",0.072
"2012-03-16 16:30:00",0.066
"2012-03-16 16:40:00",0.186
"2012-03-16 16:50:00",0.120
"2012-03-16 17:00:00",0.048
"2012-03-16 17:10:00",0.012
"2012-03-17 07:20:00",0.030
"2012-03-17 07:30:00",0.030
"2012-03-17 07:40:00",0.042
"2012-03-17 07:50:00",0.048
"2012-03-17 08:00:00",0.054
"2012-03-17 08:10:00",0.060
"2012-03-17 08:20:00",0.078
"2012-03-17 08:30:00",0.096
"2012-03-17 08:40:00",0.198
"2012-03-17 08:50:00",0.282
"2012-03-17 09:00:00",0.378
"2012-03-17 09:10:00",0.396
"2012-03-17 09:20:00",0.450
"2012-03-17 09:30:00",0.942
"2012-03-17 09:40:00",1.206
"2012-03-17 09:50:00",1.254
"2012-03-17 10:00:00",1.320
"2012-03-17 10:10:00",1.398
"2012-03-17 10:20:00",1.440
"2012-03-17 10:30:00",1.602
"2012-03-17 10:40:00",0.822
"2012-03-17 10:50:00",0.258
"2012-03-17 11:00:00",0.780
"2012-03-17 11:10:00",0.516
"2012-03-17 11:20:00",1.572
"2012-03-17 11:30:00",0.636
"2012-03-17 11:40:00",0.300
"2012-03-17 11:50:00",0.240
